name,alias,type,id,notes
distinctive armor,,armor,1060,"Visually distinct armor, often with lore significance."
poise,,stat,1061,Stat governing resistance to staggering.
hard exteriors,,trait,1062,Durability trait of enemies or gear.
bow,,weapon,1063,Ranged projectile weapon.
boar helm,,armor,1064,"Helm shaped like a boar's head, worn by certain enemies."
armored foes,,enemy,1065,Heavily armored enemies requiring strong attacks.
adaptive blade,,weapon,1066,Blade designed to adapt to various combat styles.
fewer casts,,effect,1067,Effect reducing the number of uses of a spell.
great swamp pyromancy,,pyromancy,1068,Pyromancy art associated with the Great Swamp.
abyss sorceries,,sorcery,1069,"Dark magic arts originating from the Abyss, often forbidden."
divine adjustment,,stat,1070,"A modifier applied to miracles, enhancing their effects based on Faith."
sin,,mechanic,1071,"Tracks the player's transgressions, used for PvP punishments or absolution."
pyromancy,,sorcery,1072,"Fire-based magic from the Great Swamp, scales with pyromancy flame."
buff allies,,effect,1073,Magical or miracle-based support effects that enhance allied stats.
magic damage,,damage,1074,Damage type associated with sorceries and enchanted weapons.
reinforced unstable weapons,,weapon,1075,"Weapons with high damage but low durability, requiring caution."
sound-based spells,,sorcery,1076,"Rare magical effects that manipulate sound, sometimes to distract."
ancient warriors,,faction,1077,Old powerful knights or soldiers referenced in item descriptions.
self and enemy damage,,effect,1078,Weapons or spells that damage both the wielder and target.
carim snipers,,faction,1079,Stealthy ranged units from Carim known for high accuracy.
fluid attacks,,combat,1080,"Describes smooth, uninterrupted attack animations."
light armor,,armor,1081,Armor offering minimal protection but high mobility.
dance-like,,style,1082,"A fighting style marked by graceful, flowing movement."
clan brigade from the east,,faction,1083,"An unnamed group from the East, implied to be martial and secretive."
curved swords,,weapon,1084,Weapon class known for agility and bleed potential.
backstab,,mechanic,1085,"Critical attack performed from behind, deals heavy damage."
crystal enhancement,,upgrade,1086,Weapon upgrade path using crystallization for high damage but no repair.
high power,,stat,1087,Describes items or weapons with strong offensive potential.
eastern spooks,,faction,1088,"Stealth operatives from the East, likely assassins or spies."
astora knight,,character,1089,"Refers to knights from Astora, known for divine missions."
homing magic attack,,sorcery,1090,Magical projectiles that track the target.
minimal protection,,armor,1091,Describes very light armor or clothing with low defense.
irreparable,,property,1092,Items or weapons that cannot be repaired once broken.
failed flame sorcery,,sorcery,1093,Pyromancy attempts that deviated from standard paths.
chaos corruption,,effect,1094,"Influence of the Bed of Chaos, mutating beings and magic."
divine,,property,1095,Affiliated with holy or miracle-based properties.
beak-like protrusion,,feature,1096,Describes a physical aspect of a helmet or creature.
miracle strength,,stat,1097,The effectiveness or power scaling of miracles.
no value,,mechanic,1098,Denotes an item or entity with no gameplay or narrative value beyond flavor.
standard catalysts,,catalyst,1099,Basic catalysts used to cast sorceries; often associated with Vinheim scholars.
lightweight,,equipment_trait,1100,Indicates gear that allows high mobility and stealth; typically used by rogues or spies.
leather gear,,armor,1101,"Simple leather armor, offering low protection but good mobility."
dragon torso form,,transformation,1102,Transformation granting a draconic torso and roar ability; part of Dragon Path.
sorceries,,magic_type,1103,Generic term for magic based on Intelligence; includes attack and utility spells.
vinheim sorcerers,,sorcerer_group,1104,"Group of elite sorcerers trained in Vinheim, known for discipline and power."
patchwork sack,,armor,1105,A stitched sack worn over the head; often linked to exiles or deranged enemies.
knowledge,,concept,1106,"Refers to accumulated knowledge, often as a catalyst for magic or covenant lore."
dragon hunting rituals,,ritual,1107,Ancient practices designed to bring down dragons using specific tactics and gear.
black sorcerer,,enemy,1108,A rogue sorcerer associated with dark spells and unconventional methods.
lifedrain art,,dark_magic,1109,Dark-based magic tied to health-draining effects; used by Darkwraiths.
sweeping flame,,pyromancy,1110,"A pyromancy that emits a wide, sweeping burst of flame across the ground."
body hardening,,pyromancy,1111,"A pyromancy that hardens the body, boosting defense at the cost of flexibility."
fragile,,equipment_trait,1112,"Refers to fragile equipment, prone to breaking under pressure or use."
enemy distraction,,utility_spell,1113,Spells or effects that temporarily distract or divert enemy attention.
thrusting sword,,weapon_type,1114,Weapons that deal thrust damage; good for counterattacks and reach.
respawning,,mechanic,1115,Mechanic referring to enemies or NPCs that respawn after death.
dark enemies,,enemy_type,1116,"General term for enemies aligned with darkness, often found in late-game areas."
basement entrance,,location_feature,1117,Architectural access point; often connected to shortcuts or hidden areas.
secret church rites,,ritual,1118,Hidden rites within churches that allow divine weapon crafting or upgrades.
weapons_from_tails,,weapon_trait,1119,"Weapons acquired by severing specific enemy tails, often dragons or demons."
blood loss,,status_effect,1120,A status effect that causes gradual loss of HP and hinders stamina regen.
lightning-charged spear,,weapon_trait,1121,"Spears imbued with lightning, ideal for dragon-slaying and armored foes."
undead parish giant blacksmith,,blacksmith,1122,A key blacksmith located in the Undead Parish; capable of multiple upgrades.
seath's forbidden research,,forbidden knowledge,1123,Banned experiments conducted by Seath the Scaleless; tied to madness and crystals.
tower symbol,,symbol,1124,Symbolic motif found on certain tower-linked shields and gear.
extreme protection,,armor_trait,1125,Describes gear with extremely high defense at the cost of weight or mobility.
stamina recovery,,passive_bonus,1126,Boosts the speed at which stamina regenerates; often passive or armor-based.
low physical reduction,,stat_modifier,1127,Indicates poor resistance to physical attacks.
light,,effect,1128,"Associated with speed, low weight, or illumination."
divine ring,,ring,1129,A sacred ring possibly linked to divine power or status.
physical,,damage_type,1130,Represents standard non-magical damage type.
old sorceries,,sorcery,1131,"Ancient form of sorcery, predating more refined schools."
knight of astora,,character,1132,"A knight from Astora, often associated with faith-based builds."
item discovery boost,,stat_modifier,1133,Improves drop rate of items from enemies.
non-covenant invaders,,invader_type,1134,Invaders not affiliated with any covenant.
bone-crafted swords,,weapon_type,1135,"Weapons crafted from bone, often crude but brutal."
manual reloading,,mechanic,1136,Reloading mechanic specific to crossbows.
great swamp pyromancers,,faction,1137,"Pyromancers native to the Great Swamp, origin of many flame arts."
pilgrim clerics,,faction,1138,"Clerics on pilgrimage, often bearing miracles."
three masks,,armor,1139,Refers to masks worn by a specific group or trio of enemies.
lower damage per shot,,stat_modifier,1140,"Deals less damage per shot, possibly for balance or speed tradeoff."
covenant ring,,ring,1141,Ring tied to a covenant’s effects or entry.
player communication,,mechanic,1142,System for messaging between players in online mode.
thrust weapon,,weapon_type,1143,"A weapon that uses thrust attacks, like spears or rapiers."
drake's tail,,body_part,1144,"The tail of a drake, often severable to obtain a weapon."
unwavering faith,,trait,1145,Faith so strong it resists status effects or curses.
miracle adjustment,,mechanic,1146,Adjusts the scaling or effectiveness of miracles.
lightning bolts,,projectile,1147,"Projectile imbued with lightning, used by some knights."
spiked wheel,,weapon_type,1148,Wheel-shaped weapon associated with torture and skeleton enemies.
chaos servant covenant,,covenant,1149,"Covenant serving the Daughters of Chaos, focused on flame and pyromancy."
dependable,,trait,1150,Denotes reliability in use or durability.
arrow types,,projectile,1151,Different types of arrows with unique properties.
crimson attire,,armor,1152,"Deep red clothing, often associated with mages or scholars."
fire reduction,,resistance,1153,Reduces incoming fire damage.
fire weapon,,weapon_type,1154,Weapon imbued with fire-based attacks.
curse and death loss,,penalty,1155,Penalty for dying under curse or without cleansing.
bow range,,stat_modifier,1156,Determines maximum distance for bow effectiveness.
exposed skin,,attribute,1157,"Area of the body left uncovered, increasing vulnerability."
high damage,,effect,1158,Indicates weapons or attacks with significant offensive power.
reah's escorts,,character,1159,Clerics who accompany Reah of Thorolund on her pilgrimage.
weak undead,,enemy,1160,Lesser Hollowed enemies with low health and strength.
broken weapons,,item,1161,Weapons that have lost durability and effectiveness.
undead asylum cell,,location,1162,The player's initial prison cell in the Northern Undead Asylum.
shield,,equipment,1163,Defensive gear used to block attacks.
crystallized,,effect,1164,"State of being infused with crystal, often increasing power at a cost."
extreme defense,,effect,1165,Provides very high resistance against most forms of damage.
castle guardians,,enemy,1166,Enemies tasked with protecting key fortress locations.
modern sorcery,,spell,1167,Refers to advanced or recently developed sorcerous techniques.
vinheim blacksmiths,,character,1168,Craftsmen trained in the magical arts of the Vinheim Dragon School.
ancient magic,,spell,1169,Lost or primordial magical practices predating modern sorcery.
human soldiers,,character,1170,Non-Hollowed military forces encountered throughout Lordran.
cannibal of the depths,,character,1171,Specific enemy or miniboss found in the Depths region.
unnamed crow-like creature,,character,1172,The large crow responsible for transporting the player; name unknown.
miracles,,spell,1173,Faith-based magic used by clerics and holy warriors.
stone dragon's tail,,object,1174,"The severable tail of the Stone Dragon, used to obtain a weapon."
blue caduceus,,symbol,1175,A sigil often associated with sorcery and magical regulation.
water bodies,,location,1176,"Lakes, swamps, or pools found throughout the world of Dark Souls."
dragon weapons,,weapon,1177,Powerful gear crafted from the tails or souls of dragons.
sharp,,attribute,1178,"Describes weapons designed for slicing, often causing bleed."
lightning-based weapons,,weapon,1179,Weapons that inflict lightning elemental damage.
paladin,,character,1180,Holy warrior class known for faith and heavy armor.
memories,,concept,1181,"Representations of past experiences, often referenced in lore."
missing characters,,character,1182,Figures referenced in lore or quests who are unaccounted for.
lightning damage,,effect,1183,Elemental damage type effective against certain foes.
white attire,,armor,1184,Light-colored clothing often associated with clerics or maidens.
souls,,resource,1185,Currency and experience points used for leveling and trading.
piercing magic attack,,sorcery,1186,A type of magical attack that bypasses physical defenses using piercing force.
shorter range,,property,1187,Describes weapons or spells with limited effective range.
gentle sorceries,,sorcery,1188,A form of sorcery associated with non-violent or supportive effects.
crafting weapon,,mechanic,1189,Used in the context of forging or enhancing equipment.
curse,,status,1190,A detrimental magical status that halves HP and restricts multiplayer.
cooperation,,mechanic,1191,Multiplayer mechanic that involves helping others through summoning.
tail of kalameet,,body_part,1192,"Refers to Kalameet’s tail, which can be cut to obtain a unique weapon."
gaping dragon's tail,,body_part,1193,"The tail of the Gaping Dragon, which can be severed to yield a powerful axe."
gravelords,,faction,1194,"A faction tied to the Gravelord Nito, focused on spreading death."
hollows,,enemy,1195,Undead enemies that have lost their sanity.
damage taken,,mechanic,1196,Indicates the amount of damage a character receives from attacks.
footing on poor terrain,,terrain,1197,Describes how stable movement is on difficult terrain.
pvp duels,,mechanic,1198,Player versus player encounters centered on dueling.
undead cook,,character,1199,"An NPC who prepares food in the depths, known for a grotesque appearance."
great bridge,,location,1200,"A significant architectural structure, often serving as a passage or landmark."
hard leather set,,armor,1201,A lightweight armor set offering moderate defense and mobility.
hp over time,,effect,1202,Gradual restoration of health over time.
sniping,,mechanic,1203,Ranged tactic involving precision attacks from a distance.
merchant,,character,1204,NPCs who sell items or equipment throughout Lordran.
atonement and resolve,,concept,1205,Theme of repentance and inner strength in a character or story.
fire keepers,,character,1206,Guardians of the Firelink Shrine bonfire who maintain the flame.
followers,,group,1207,Those who devote themselves to a higher being or ideal.
close-range flame,,pyromancy,1208,Pyromancy that affects nearby targets with bursts of flame.
high reach,,property,1209,Indicates extended attack reach for weapons.
human,,species,1210,"Humans in the world of Dark Souls, often tied to the Dark Soul."
tree branch,,weapon,1211,Basic melee weapon used by certain enemies.
sorcery,,sorcery,1212,Magic form focused on intelligence and ranged casting.
occult energy,,energy,1213,Mysterious force linked with occult and divine-harming properties.
fire resistance,,resistance,1214,Measures resistance against flame-based damage.
sorcery duration,,mechanic,1215,Duration modifier affecting how long sorceries persist.
fair lady's domain,,location,1216,"Region associated with the Fair Lady, sister of Quelaag."
good stability,,property,1217,Indicates the item or equipment offers high poise/stability.
hiding something,,lore,1218,Alludes to narrative elements or secrets a character may conceal.
special weapons,,weapon_type,1219,"Non-standard, unique weapons with distinct abilities or origins."
standard weapons,,weapon_type,1220,Typical weapons found throughout Lordran without enhancements.
sin and indictments,,mechanic,1221,System of crime tracking and punishment across multiplayer.
dragon bones,,material,1222,Used for crafting dragon weapons and reinforcing certain gear.
long range,,effect,1223,Describes range advantage for ranged weapons like bows or spells.
critical attacks,,mechanic,1224,A type of attack that deals bonus damage when performed correctly.
barbed,,property,1225,"Implies presence of barbs, often causing bleeding or damage."
extremely powerful,,property,1226,Represents extreme offensive or defensive potential.
demons,,enemy_type,1227,"Generic class of monstrous enemies, often with fire affinity."
mobility and defense,,property,1228,Trait indicating a blend of speed and defense in combat.
low cost,,property,1229,Refers to resource or spell efficiency or minimal requirements.
hp,,stat,1230,"HP is a core character stat, representing health pool."
bonfires,,location,1231,"Checkpoints for resting, leveling, and teleporting in-game."
claws,,weapon_type,1232,Short melee weapons focusing on rapid slashing or raking attacks.
healing tradition,,tradition,1233,Sacred or ritualistic methods of healing practiced by clerics.
eastern,,culture,1234,"Descriptor for items, people, or techniques from the East."
way of white paladin,,character,1235,High-ranking warrior in the Way of White covenant.
eastern spies,,culture,1236,Stealthy agents or warriors originating from Eastern lands.
stamina regeneration,,stat,1237,A passive bonus improving stamina recovery over time.
ambush-suited,,property,1238,Tactical advantage in ambushes or concealed fighting.
souls per kill,,mechanic,1239,Multiplayer effect boosting soul yield per enemy killed.
continuous flame jet,,spell,1240,"A continuous stream of flame, part of pyromancy category."
adventurers,,profession,1241,"Individuals who explore Lordran, often NPC or player roles."
double-headed eagle,,symbol,1242,Heraldic or decorative bird motif associated with insignia.
magic defense,,defense_type,1243,Reduces magic damage taken; often a shield or armor stat.
lightweight for stealth,,property,1244,Weight-conscious gear ideal for stealth or silent movement.
death miasma,,status_effect,1245,"A miasma associated with decay or curse, likely causing damage over time or other effects."
humans,,race,1246,"Human beings in the world of Dark Souls, contrasted with undead and other races."
undead curse,,curse,1247,A debilitating curse that reduces HP and requires specific items or conditions to break.
blighttown giants,,enemy,1248,Large enemies found in Blighttown; resilient and toxic.
advanced sorceries,,sorcery,1249,"Powerful sorceries beyond the basic forms, often linked to advanced scholars."
chaos weapons,,weapon_type,1250,"Weapons imbued with chaotic energy, often dealing fire or unpredictable effects."
divine beings,,entity,1251,"Powerful entities linked to divinity or ancient origins, often worshiped or feared."
alvina's clan,,faction,1252,"A forest-based group led by Alvina, known for stealth and ambush tactics."
slicing weapons,,weapon_property,1253,"Weapons characterized by slashing motions, such as katanas and curved swords."
attunement slots,,stat,1254,Determines number of spell uses and slots for attunement.
high-ranking thorolund clerics,,faction,1255,Elite clerics from Thorolund known for strong faith and authority.
item discovery,,mechanic,1256,A gameplay mechanic increasing item drop rates from enemies.
batwing demon bones,,material,1257,"Bones from bat-winged demons, possibly used in crafting or upgrading."
rusted but sturdy,,armor_property,1258,Describes equipment that is visually decayed but remains effective.;
weak,,status_effect,1259,Describes enemies or equipment lacking strength or resilience.;
six-eyed channelers,,enemy,1260,"Channelers with six eyes, capable of magic and buffing other enemies."
black iron set,,armor_set,1261,Heavy armor set known for defense and association with Black Iron Tarkus.
curse breaking,,curse,1262,"Refers to effects, items, or spells capable of lifting curses."
sorcery adjustment,,mechanic,1263,"Adjusts sorcery effectiveness, often tied to catalysts or stats."
steel,,material,1264,Common crafting or equipment material in the game.
magic weapons,,weapon_type,1265,Weapons that scale with Intelligence and deal magic damage.
smough's set,,armor_set,1266,Heavy armor set used by executioner Smough; offers high defense.
tenacity and resilience,,trait,1267,Describes perseverance and high endurance in equipment or characters.
double humanity,,consumable,1268,Consumable granting two units of humanity instead of one.
parry oriented,,mechanic,1269,Refers to a fighting stance or style focused on deflecting attacks.
stamina,,stat,1270,"Stat affecting endurance, stamina pool, and equip load."
physical damage,,damage_type,1271,Basic form of damage inflicted by non-magical or elemental weapons.
tridents,,weapon_type,1272,"Polearm-style weapons with stabbing capabilities, sometimes magical."
scholars,,faction,1273,Associated with magical or academic characters.
leather set,,armor_set,1274,"A basic armor set made of leather, suitable for light protection."
fire defense,,resistance,1275,Provides resistance against fire damage.
shield crafting,,crafting,1276,The process or ability to create or enhance shields.
weapon repair,,crafting,1277,Ability or item used to repair damaged equipment.
havel's warriors,,character_group,1278,"Group of powerful warriors aligned with Havel, known for extreme defense."
faith,,stat,1279,Core stat influencing miracles and divine abilities.
weight and protection,,equipment_trait,1280,Describes equipment with traits for high defense and weight.
farming tool,,weapon_type,1281,"A tool used for agricultural purposes, sometimes as a weapon."
cannot be repaired,,equipment_trait,1282,Items or equipment that cannot be fixed once damaged.
shield enchantment,,spell_type,1283,Enhances shield capabilities with magical effects.
cleric knights,,character_group,1284,Holy knight faction associated with clerics and divine roles.
dragon hunting,,activity,1285,The act of pursuing and defeating dragons.
new londo floodgates,,location,1286,Controls access to sealed parts of New Londo.
healer,,role,1287,Character or role associated with healing magic or recovery.
mystical power,,attribute,1288,Unexplained magical or sacred force.
four knights of gwyn,,character_group,1289,"Elite warriors serving Gwyn, each with legendary status."
extra phantom summon,,mechanic,1290,Allows summoning an additional phantom for co-op.
multiple dark orbs,,spell,1291,Casts multiple dark projectiles in abyss sorcery.
crystal weapons,,weapon_type,1292,"Weapons enhanced with crystal, higher damage but fragile."
mountains,,location,1293,"Environmental element, often symbolic or associated with locations."
unique weapons,,weapon_type,1294,Special weapons with unique properties or origins.
phantom dismissal,,mechanic,1295,Mechanic to dismiss summoned allies or phantoms.
pure magic,,spell_type,1296,A rare form of magic focused purely on sorcery.
weapon enchantment,,spell_type,1297,Spells used to imbue weapons with magical properties.
player,,player,1298,Refers to the player character in the game world.
tracking sins,,mechanic,1299,Mechanic for reporting or punishing sins via PvP.
undead missions,,quest,1300,Quests or objectives assigned to Undead characters.
thrust counterattacks,,combat_mechanic,1301,Bonus damage mechanic when countering with thrust weapons.
lion armor,,armor,1302,Heavy lion-themed armor known for strength and prestige.
mining tool,,equipment,1303,"Used to mine or break through terrain, often heavy and unwieldy."
her mother's last words,,lore,1304,"Last known words from the character’s mother, possibly a hidden clue or emotional motif."
believers,,faction,1305,"Followers or faithful of a certain belief system, often NPC-related."
extra magic slots,,stat_bonus,1306,Grants additional attunement slots for magic use.
strength,,stat,1307,A core attribute governing physical power and weapon requirements.
lord soul fragment,,item,1308,"Portion of a Lord’s soul, used for powerful weapon ascension or lore progression."
door from lower undead burg to depths,,location,1309,Leads from Lower Undead Burg into the Depths; unlocks new area.
white flame,,magic,1310,A mysterious fire-based source of magic or miracle.
magic reduction,,defense,1311,Reduces incoming magic damage.
very low stability,,equipment_trait,1312,Imparts poor defense retention; likely to break easily.
dragon covenant,,covenant,1313,"Covenant devoted to Gwyndolin, linked to stealth and punishment."
crest,,item,1314,Used for identification or unlocking special interactions.
equipment corrosion,,effect,1315,Causes armor and weapons to degrade over time.
covenant of dark sun gwyndolin,,covenant,1316,"Covenant related to Dark Sun Gwyndolin, promoting retribution and illusion."
armor of favor,,armor,1317,Armor set linked to devotion and vitality bonuses.
divine power,,stat_bonus,1318,Increases miracle potency or spiritual connection.
dragon apostles,,faction,1319,"Servants of dragons, often practitioners of transformation or ancient rites."
titanite,,upgrade_material,1320,Used to reinforce weapons and armor; essential upgrade stone.
steel protection and dragon combat,,armor_trait,1321,Armor or strategy optimized for resisting magic and fire.
poison,,status_effect,1322,Status ailment that drains health over time.
labrys,,weapon,1323,"Double-headed axe, known for wide sweep and heavy impact."
parry protrusion,,equipment_trait,1324,Extension on shield or armor for parrying purposes.
skeletons,,enemy,1325,Enemy type that revives unless killed with holy weapons.
eternal bonds,,lore,1326,Symbolic or literal connections unbroken by death or time.
poison swamp,,location,1327,Hazardous terrain filled with toxins and hidden enemies.
enchanted origin,,magic_trait,1328,Origins of magic related to enchantments or transformation.
archtree heads,,location,1329,"Gigantic trees that connect the world, linked to ancient dragons."
gwynevere's maidens,,faction,1330,Servants or loyal protectors of Gwynevere.
sorcerers,,profession,1331,"Practitioners of magic, especially sorcery from Vinheim."
yes,,misc,1332,A general affirmative value or flag.
increased hp,,stat,1333,A character attribute that affects performance or capabilities.
divine purpose,,concept,1334,An abstract concept or gameplay theme.
stealth and flexibility,,effect,1335,Describes the impact or ability related to stealth gameplay.
intelligence,,stat,1336,A character attribute that affects performance or capabilities.
camouflage,,effect,1337,Describes the impact or ability related to stealth gameplay.
'trusty patches',,character_group,1338,A group or classification of characters in the world.
knights,,character_group,1339,A group or classification of characters in the world.
sealed door to artorias's grave,,location,1340,A place or region within the game world.
defense when hp is low,,concept,1341,An abstract concept or gameplay theme.
undead burg dogs,,character_group,1342,A group or classification of characters in the world.
barbaric clerics,,character_group,1343,A group or classification of characters in the world.
giant,,concept,1344,An abstract concept or gameplay theme.
embers,,equipment,1345,An item or upgrade used for combat or utility.
children of gwyn,,concept,1346,An abstract concept or gameplay theme.
sorcery strength,,stat,1347,A character attribute that affects performance or capabilities.
forest hunter covenant,,covenant,1348,A covenant that players can join for unique rewards or abilities.
high faith,,stat,1349,A character attribute that affects performance or capabilities.
divine status,,stat,1350,A character attribute that affects performance or capabilities.
soul-seeking,,concept,1351,An abstract concept or gameplay theme.
enchanted polearms,,equipment,1352,An item or upgrade used for combat or utility.
strength and dexterity,,stat,1353,A character attribute that affects performance or capabilities.
new londo banishment sorcerers,,character_group,1354,A group or classification of characters in the world.
gough's set,,armor,1355,A wearable armor set with specific properties.
abyss traversal,,concept,1356,An abstract concept or gameplay theme.
painted world,,location,1357,A place or region within the game world.
hub location,,location,1358,A place or region within the game world.
warrior clerics,,character_group,1359,A group or classification of characters in the world.
lightning defense,,stat,1360,A character attribute that affects performance or capabilities.
hp from defeated enemies,,concept,1361,"General gameplay, lore or design concept."
occult weapons,,mechanic,1362,Describes weapon properties or combat interactions.
equipped to fire,,mechanic,1363,Describes weapon properties or combat interactions.
nailed leather,,equipment_set,1364,Piece of armor or clothing worn by characters.
weight load,,stat_modifier,1365,Affects player stats like stamina or equipment capacity.
miracle,,ability,1366,"Relates to casting magic, miracles, or pyromancies."
weapon durability loss,,mechanic,1367,Describes weapon properties or combat interactions.
major bonfire,,location_feature,1368,Important checkpoint for rest and recovery.
clerics of the way of white,,character_group,1369,Group of related NPCs with a shared affiliation or role.
way of white clerics,,character_group,1370,Group of related NPCs with a shared affiliation or role.
divine heirloom,,concept,1371,"General gameplay, lore or design concept."
velka's pardoner,,character,1372,An individual NPC or vendor.
high-ranked knights,,character_group,1373,Group of related NPCs with a shared affiliation or role.
lava damage,,mechanic,1374,Describes weapon properties or combat interactions.
inner door of undead asylum,,location_feature,1375,A place or access point within a level.
communication with quelaag's sister,,interaction,1376,Describes a possible interaction with an NPC.
pyromancer,,ability,1377,"Relates to casting magic, miracles, or pyromancies."
manual bolt loading,,stat_modifier,1378,Affects player stats like stamina or equipment capacity.
fire damage,,mechanic,1379,Describes weapon properties or combat interactions.
ancient sorcery,,ability,1380,"Relates to casting magic, miracles, or pyromancies."
dingy set,,equipment_set,1381,Piece of armor or clothing worn by characters.
mobility-focused,,effect,1382,Enhances movement or avoidance behavior.
prison,,location_feature,1383,A place or access point within a level.
abyss sorcery,,ability,1384,"Relates to casting magic, miracles, or pyromancies."
forest sanctuary scarecrows,,enemy_group,1385,Specific enemy type or group.
stealth,,effect,1386,Enhances movement or avoidance behavior.
increased stamina recovery,,stat_modifier,1387,Affects player stats like stamina or equipment capacity.
shield defenses,,concept,1388,"General gameplay, lore or design concept."
warriors of sunlight,,character_group,1389,Group of related NPCs with a shared affiliation or role.
resists flame and magic,,mechanic,1390,Describes resistance to both fire and magic damage types.
blunt weapons,,weapon_type,1391,"Refers to weapons that deal blunt-type damage, effective against armored enemies."
distant lands,,location,1392,"General concept of far-off regions, often associated with unique gear or styles."
blacksmiths of astora,,character_group,1393,Smiths from Astora known for crafting divine and lightweight gear.
giant trees in lordran,,location,1394,"Massive trees that connect the world vertically, symbolizing ancient pathways."
reinforcement,,mechanic,1395,Refers to upgrading or reinforcing equipment like weapons and armor.
fall safety,,mechanic,1396,Prevents death from falling off ledges or great heights.
warrior of sunlight,,covenant,1397,A covenant that favors cooperation and PvE assistance.
snipers,,character_group,1398,"Long-ranged enemies who attack from afar, usually with bows or crossbows."
parasite removal,,mechanic,1399,"Removes parasitic status effects, such as the one caused by egg-head infection."
bonfire,,location,1400,Serves as checkpoint and healing location; core mechanic of the game.
non-standard weapons,,weapon_category,1401,"Weapons that do not fall into traditional categories, often unique or rare."
boosts resistances,,stat_effect,1402,Improves various elemental or status resistances.
darkwraith,,covenant,1403,Covenant associated with the Abyss and PvP invasions.
heavier = more damage,,mechanic,1404,Mechanic where heavier equipment weight contributes to higher damage.
death penalties,,mechanic,1405,"Refers to penalties upon death, such as loss of souls or humanity."
miracle synergy,,mechanic,1406,Increases power of miracles when used in proximity or synergy.
dragon scales,,upgrade_material,1407,Material used to ascend dragon-type weapons; linked to the Dragon Covenant.
enemies of the lords,,enemy_group,1408,Enemies opposing the gods of Anor Londo and their rule.
weapons,,concept,1409,"General category referring to any item used to attack (swords, spears, etc.)."
evasion and silence,,mechanic,1410,Combination of silence and agility to evade detection or damage.
primordial serpent,,character,1411,Serpent figures representing primal forces and different world ideologies.
lightning weapons,,weapon_category,1412,"Weapons imbued with lightning damage, often effective against armored foes."
lifedrain,,mechanic,1413,Drains health from enemies and transfers to the user.
dexterity,,stat,1414,One of the main character stats affecting attack speed and scaling.
very long reach,,weapon_trait,1415,Describes weapons with exceptionally long reach for spacing advantages.
moonlight magic,,sorcery_school,1416,Associated with Seath and advanced magic.
detachment from worldly desires,,philosophy,1417,Represents spiritual detachment and resistance.
standard round,,shield_shape,1418,Basic round-shaped shield.
sorcery instructor,,character_class,1419,Teaches or enhances sorcery.
wielder,,role,1420,General term for weapon bearers.
standard set,,armor_set,1421,Basic armor set worn by many characters.
discarded relics,,artifact,1422,"Old, lost objects from past ages."
weapons and spells,,equipment_type,1423,Can be applied to both armaments and magical tools.
dragon head form,,transformation,1424,Transformation linked to Dragon covenant.
last bonfire,,mechanic,1425,Returns player to last activated bonfire.
increased equipment load,,stat_modifier,1426,Boosts max equipment weight capacity.
hunters,,character_group,1427,Category of skilled trackers or pursuers.
crystal hollow knight,,enemy_type,1428,Crystal-infused enemy variant.
white dragon,,boss,1429,Legendary dragon associated with sorcery.
heavy rock armor,,armor_type,1430,Provides high defense against physical and magic.
brutality and strength,,attribute,1431,Represents raw might and primal combat style.
unarmored foes,,enemy_weakness,1432,Foes not protected by armor.
enchanted weapons,,weapon_type,1433,Weapons enhanced with enchantment properties.
divine embers,,upgrade_item,1434,Used to create or ascend divine weapons.
attack,,stat,1435,Refers to offensive power.
stealth transformation,,effect,1436,Turns user invisible or hides presence.
hp recovery and humanity,,healing_mechanic,1437,Restores both health and humanity.
wanderer,,character_class,1438,Agile character class skilled in evasion.
wind blade,,spell_type,1439,Wind-elemental blade technique.
wearer sound,,effect,1440,Reduces sound made by user’s movement.
enchanted,,weapon_property,1441,Magical or spell-enhanced item.
halves sorcery uses,,spell_penalty,1442,Decreases available casts for sorceries.
lord's blade set,,armor_set,1443,Set worn by the assassins of Lord Gwyn.
simple and blunt,,weapon_property,1444,"Design style of basic, straightforward weapons."
abyss creature,,creature,1445,
