id,NPC,Action,Dialog
360017,Siegmeyer,"Choose ""No"" to the query or ""Yes"" without carrying 3 Purple Moss Clumps","Yes, I see... No need to worry! I'll be fine. I can make it without that silly moss. Think about it. Have I ever let a little hardship slow me down? Hah hah hah hah!"
360018,Siegmeyer,"Talk-After choosing ""No"", or ""Yes"" without carrying 3 Purple Moss Clumps","Mmm... Mm! Oh-hoh! What's on your mind, friend? You've brought moss, perchance?"
360019,Siegmeyer,"Choose ""Yes"" to the query","Fantastic! Thank you, a saint you are. This knight of Catarina expresses his deepest gratitude. I shall not forget this. Please, take this; a symbol of my appreciation. Well, our fates do seem entwined, don't they? Perhaps this, too, is the will of Lord Gwyn! Hah hah hah hah!"
360020,Siegmeyer,Talk-After giving him 3 Purple Moss Clumps,The Poison Swamp... It's like quicksand in there... Mmm...
360021,Siegmeyer,Talk-1st time,Sng...sng... Zzzzzz...
360022,Siegmeyer,Talk-2nd time,"Mm! Oh-hoh! Excuse me. I was so absorbed in thought, I just drifted away. It must be the warmth. Well, what's on your mind? No, don't tell me. Those monsters making life difficult for you? You need not be ashamed. We are in the same boat. ...You know, I really have run up quite a debt to you. ...Perhaps the time has come... ..."
360023,Siegmeyer,Talk-3rd time,"... Friend, I have an idea. A good one, really. ...I will rush those dire fiends, and you can slip away in the confusion. Please, friend, I owe you much more than this. By the honour of the knights of Catarina, allow me to assist you. And now, I go! Don't be slow!"
360024,Siegmeyer,Talk-After defeating the 4 Chaos Eaters without him,"... Oh, there you are. Wait!...Did you defeat those dire creatures? Outstanding...You never fail to impress. Well, wonderful. This knight of Catarina thanks you. Take this, as a token of my gratitude. I feel like I'm always thanking you... I curse my own inability."
360025,Siegmeyer,After he drops off the ledge and begins to fight the 4 Chaos Eaters,"Hrgrraaaaggh! Hiyaaaaaah! C'mon! Over here, you fiends! Perish, foul creatures! I am Siegmeyer of Catarina, and you shall feel my wrath!"
360026,Siegmeyer,"Talk-After defeating the 4 Chaos Eaters together, if he has less than 50% HP","Hng...hng... Why, you! Didn't you get away? Well, you've saved me, once again... Dear me, what can I say? I have failed you... Hrgph...Aggkt... My dear little Lin..."
360027,Siegmeyer,"Talk-After defeating the 4 Chaos Eaters together, if he has 50% HP or more","Hng...hng... But, you! Didn't you get away? Well, you've saved me, once again... Thank goodness...I'm exhausted... I think I'll have a rest. Don't you worry, the ground below me is my pillow. I'll recover shortly..."
360028,Siegmeyer,Upon being attacked-1st time,Yeeg!
360029,Siegmeyer,Upon being attacked-2nd time,Whoa!
360030,Siegmeyer,Upon being attacked-3rd time,Wha!
360031,Siegmeyer,Upon being attacked-4th time,"Why, are you...!"
360032,Siegmeyer,Upon being attacked & made hostile,"That's your game, is it? Well, I'm certainly not backing down! By the honour of my knighthood!"
360033,Siegmeyer,Upon dying,"Heavens, me... My dear little Lin..."
370001,Solaire,Talk-1st time,"Ah, hello! You don't look Hollow, far from it! I am Solaire of Astora, an adherent of the Lord of Sunlight. Now that I am Undead, I have come to this great land the birthplace of Lord Gwyn, to seek my very own sun! ...Do you find that strange? Well, you should! No need to hide your reaction. I get that look all the time! Hah hah hah!"
370002,Solaire,Talk-2nd time,"Oh, ah-hah! So, I didn't scare you? I have a proposition, if you have a moment."
370003,Solaire,"Choose ""No"" to either the 1st or 2nd query","Well, yes, quite understandable. Not to worry. Let there be no obligation."
370004,Solaire,"Talk-After choosing ""No"" to either the 1st or 2nd query","Oh, hello. You're still keen on speaking to me? Then, perhaps you have reconsidered my offer?"
370005,Solaire,"Choose ""Yes"" to the 1st or 3rd query","The way I see it, our fates appear to be intertwined. In a land brimming with Hollows could that really be mere chance? So, what do you say? Why not help one another on this lonely journey?"
370006,Solaire,"Choose ""No"" after choosing ""Yes"" to the 1st query","Not to worry. I do not wish to impose. I was in the wrong. We'll laugh it off, shall we? Hah hah hah!"
370007,Solaire,"Choose ""Yes"" to the 2nd query","This pleases me greatly! Well then, take this. We are amidst strange beings, in a strange land. The flow of time itself is convoluted; with heroes centuries old phasing in and out. The very fabric wavers, and relations shift and obscure. There's no telling how much longer your world and mine will remain in contact. But, use this, to summon one another as spirits, cross the gaps between the worlds, and engage in jolly co-operation! Of course, we are not the only ones engaged in this. But I am a warrior of the sun! Spot my summon signature easily by its brilliant aura. If you miss it, you must be blind! Hah hah hah!"
370008,Solaire,"Talk-After choosing ""Yes"" to both 1st or 2nd query","Oh, hello there. I will stay behind, to gaze at the sun. The sun is a wondrous body. Like a magnificent father! If only I could be so grossly incandescent!"
370009,Solaire,Talk-1st time,"Oh, there you are. You've been quiet these days. Smooth summoning out there? Anytime you see my brilliantly shining signature, do not hesitate to call upon me. You've left me with quite an impression. I would relish a chance to assist you."
370010,Solaire,Talk-2nd time,"You really are fond of chatting with me, aren't you? If I didn't know better, I'd think you had feelings for me! Oh, no, dear me. Pretend you didn't hear that! Hah hah hah!"
370011,Solaire,Talk-1st time,"Hmm! Ah, oh...hello there. Forgive me, I was just pondering... about my poor fortune. I did not find my own sun, not in Anor Londo, nor in Twilight Blighttown. Where else might my sun be? Lost Izalith, or the Tomb of the Gravelord...? But I cannot give up. I became Undead to pursue this! But when I peer at the Sun up above, it occurs to me... What if I am seen as a laughing stock, as a blind fool without reason? Well, I suppose they wouldn't be far off! Hah hah hah!"
370012,Solaire,"Talk-1st time with 25 faith, or 5 less with each victory as  White Phantom","Oh, hello there. I'm glad to see you alive. ...You have done well, indeed you have. You've a strong arm, strong faith, and most importantly, a strong heart. I am in awe, really. Yes, yes... What do you think? Why not join me, as a warrior of the Sun? Righteous knights, guardians of all that is good, in the name of the Lord of Sunlight! ...Only if it would please you, of course. Well?"
370013,Solaire,"Choose ""No"" to either the 1st or 2nd query","Yes, well, each has one's beliefs. But if you change your mind, the offer is open."
370014,Solaire,"Talk-After choosing ""No"" to either the 1st or 2nd query","Oh, hello there. What is it? Have you changed your mind about my offer?"
370015,Solaire,"Choose ""Yes"" to the 1st query","Oh! Magnificent! I knew you would fancy it! Then, join the Covenant! Here, stay still for a moment..."
370016,Solaire,"Choose ""Yes"" to the 2nd query","And there we are. Now, just say a prayer at the Altar of Sunlight, right there. Then you shall know the brilliance of our Sun."
370017,Solaire,Talk-1st time after joining the Warriors of Sunlight Coverant,"Oh, hello there. Exhilarating, is it not? The power of the Sun! I am blessed to have found such a brave companion! Hah hah hah!"
370018,Solaire,Talk-2nd time after joining the Warriors of Sunlight Coverant,"Oh, hello there. Still here? I could not hope for a braver companion than you! Gah hah hah hah hah!"
370019,Solaire,Talk,"Was it all a lie? Have I done this all, for nothing? Oh, my dear sun...What now, what should I do...? ...My sun, my dear, dear sun..."
370020,Solaire,Talk-After killing the Red-Eye Sunlight Maggot before entering Lost Izalith,"...Why?...Why?... After all this searching, I still cannot find it..."
370021,Solaire,Upon being attacked-1st time,Hrg!
370022,Solaire,Upon being attacked-2nd time,Ooh!
370023,Solaire,Upon being attacked-3rd time,Whoa!
370024,Solaire,Upon being attacked-4th time,What the...!
370025,Solaire,Upon being attacked-5th time,What's wrong with you?!
370026,Solaire,Upon being attacked & made hostile,"If a stubborn beast you be, I have no choice! A Warrior of the Sun will not just sit and take it! Hrgraaah!"
370027,Solaire,Upon dying,"Why, you... How could this...? My...my sun..."
370028,Solaire,After approaching him once he has been infected by the Sunlight Maggot,"...Hrg, rg...Arrrgh... ...Finally, I have found it, I have!... ...My very own sun...I...am the sun!... ...I've done it...I have... ...Yes, I did it...I did!... ...Ohh, ohhh... ...Hrgrraaaooogh!..."
370029,Solaire,Upon dying after infected by the Red-Eye Sunlight Maggot,"...Ahh, it's over... ...My Sun...it's setting... ...It's dark, so dark..."
380001,Undeadman,Talk-1st time,"Well, now... You seem to have your wits about you, hmm? Then you are a welcome customer! I trade for souls. Everything's for sale! Nee hee hee hee hee!"
380002,Undeadman,Talk-2nd time,"Oh, you again? I hope you've brought plenty of souls? Nee hee hee hee hee!"
380003,Undeadman,Talk-After resting at a Bonfire,"Oh, there you are. Still keeping your marbles all together? Then, go ahead, don't be a nitwit. Never hurts to splurge when your days are numbered! Nee hee hee hee hee!"
380004,Undeadman,Talk-After leaving & returning to Undead Burg,"Oh, there you are. Where have you been hiding? I guessed you'd hopped the twig for certain. Bah, shows what I know! Nee hee hee hee hee!"
380005,Undeadman,"Menu-Choose ""Talk"" 1st time","Things are getting treacherous in these parts. A horrible goat demon has moved in below. And up above, there's that humungous drake, and a bull demon, too. If you stick around this place, it might end up being your grave! Nee hee hee hee hee!"
380006,Undeadman,"Menu-Choose ""Talk"" 2nd time","Eh? I'm not here to chit-chat. We talk business, or we talk nothing at all."
380007,Undeadman,"Menu-Choose ""Talk"" 3rd time","Ah, this one? Ain't she lovely? Her name is Yulia. She's plumb in love with me. You'd never leave my side, now would you, Yulia?"
380008,Undeadman,"Menu-Choose ""Talk"" 4th time","Ah, you can forget it. I'm all that she needs. Careful, she'll bite your little fingers off! Be kind, Yulia, be kind! Nee hee hee hee hee!"
380009,Undeadman,"Menu-Choose ""Talk"" 5th time","Now, don't squander your time chatting! You need to look over my wares!"
380010,Undeadman,"Menu-Choose ""Talk"" 6th time","It's actually quite nice here, you know? The Hollows don't care for a skinny old twig like me. I've got Yulia...And nobody pelts me with stones anymore. You're Undead, you know how it is. I was treated worse back at home."
380011,Undeadman,"Menu-Choose ""Talk"" 7th time","Eh? My wares? Of course they're stolen; what did you think? And when you lose your head, I'll sell it all again! Nee hee hee hee hee!"
380012,Undeadman,"Menu-Choose ""Leave"" 1st time without purchasing something","Hmph! Cheap bastard. Right, Yulia?"
380013,Undeadman,"Menu-Choose ""Leave"" 2nd time without purchasing something","Tsk! Throw me a bone, will you? You haven't got much time anyway. Right, Yulia?"
380014,Undeadman,"Menu-Choose ""Leave"" 3rd time without purchasing something",Hmph. What a waste of time. Go and fall off a cliff.
380015,Undeadman,"Menu-Choose ""Leave"" 1st time after purchasing something",Thank you kindly. Nee hee hee hee hee!
380016,Undeadman,"Menu-Choose ""Leave"" 2nd time after purchasing something","Ah, thank you, very much. Come back soon! Nee hee hee hee hee!"
380017,Undeadman,After leaving abruptly,"Hey, what! What's the matter?"
380018,Undeadman,Talk-After leaving abruptly,"What was that about? Oh, nevermind."
380019,Undeadman,Upon being attacked-1st time,Eeg!
380020,Undeadman,Upon being attacked-2nd time,Yeowch!
380021,Undeadman,Upon being attacked-3rd time,"Oi, what's this about?"
380022,Undeadman,Upon being attacked-4th time,"It's me! Stop it, I tell you!"
380023,Undeadman,Upon being attacked & made hostile,"You've gone mad, have you!? I'll teach you! You lousy rat! Yulia! Yulia!"
380024,Undeadman,Upon dying,"Why, me... Little Yulia..."
390001,Undeadwoman,Talk-1st time,"Hmm, you still have your senses about you? Then why won't you buy some of my moss? I need your souls! Vee hee hee!"
390002,Undeadwoman,Talk-2nd time,"Oh, there you are, dearie! A pleasure to see you again. Vee hee hee!"
390003,Undeadwoman,Talk-3rd time,"Oh, there you are, dearie! I have moss; now dish up some souls! Vee hee hee!"
390004,Undeadwoman,Talk-After leaving & returning to Undead Burg,"Oh, hello, dearie. You left me high and dry for a while, there. I thought maybe you'd forgotten about me. Are you back for more of my moss, then? Plenty of it here. Freshly peeled, just for you! Vee hee hee!"
390005,Undeadwoman,"Menu-Choose ""Talk"" 1st time","You've come to this land at a bad time. There are nothing but Hollows in these parts. Save for me, of course. You're Undead, too, aren't you? You be careful, then. Vee hee hee!"
390006,Undeadwoman,"Menu-Choose ""Talk"" 2nd time","Ah, go down along the side to reach the depths of the Undead Burg. Only unkempt crooks and liars to be found there. Hardly a place for a lady like myself! But who knows, maybe you'd fit right in? Vee hee hee hee hee!"
390007,Undeadwoman,"Menu-Choose ""Talk"" 3rd time","This is a wonderful place, don't you think? We have water, moss, moisture, these nice iron bars... I like it here, I really do. Nothing good ever happened to me in life. But now that I'm Undead, I've never been happier!"
390008,Undeadwoman,"Menu-Choose ""Talk"" 4th time","I forage moss. In the lower areas of this town, you'll find all kinds of poison and pestilence. You can't travel a stone's toss without some trusty moss. Make sure you take plenty with you! Vee hee hee!"
390009,Undeadwoman,"Menu-Choose ""Talk"" 5th time","Tell me honestly... You think I've gone to the other side, don't you? That I've cracked my head and gone Hollow... You do, don't you? I can see it in your eyes. You'd trust a patch of moss over me..."
390010,Undeadwoman,"Menu-Choose ""Leave"" 1st time without purchasing something",Drat. What a humdrum lad you are. What a humdrum lass you are.
390011,Undeadwoman,"Menu-Choose ""Leave"" 2nd time without purchasing something","Hmph, fine, then. But you'll regret it."
390012,Undeadwoman,"Menu-Choose ""Leave"" 3rd time without purchasing something","Are you toying with me? One day, your fate will catch up with you. I have a sense for these things... The Gods above are watching you!"
390013,Undeadwoman,"Menu-Choose ""Leave"" 1st time after purchasing something","Come again, if you please! Vee hee hee!"
390014,Undeadwoman,"Menu-Choose ""Leave"" 2nd time after purchasing something",Much obliged. I think I like you! Vee hee hee hee hee!
390015,Undeadwoman,After leaving abruptly,Don't run off!
390016,Undeadwoman,Talk-After leaving abruptly,What's the matter with you! Don't you toy with my nerves!
390017,Undeadwoman,Upon being attacked-1st time,"Why, you!"
390018,Undeadwoman,Upon being attacked-2nd time,Stop that!
390019,Undeadwoman,Upon being attacked-3rd time,Ouch!
390020,Undeadwoman,Upon being attacked-4th time,Eeek!
390021,Undeadwoman,Upon being attacked & made hostile,"What do you think you're doing?! I have my pride, you damn fool! You think you can get away with murder? Yes, I suppose you think you're special! Well, you're not! You're just another customer! Burn! Burn in hell! You cross-eyed Hollow! There's no hope for anyone like you! The Gods will not have it! Die! Die! Die! Die! Die a thousand times again! Curses upon you! Upon you, and yours, for generations eternal! All of you! Eternal pain and suffering! Lots and lots!"
390022,Undeadwoman,Upon dying,A curse upon you...
400001,Vamos,After falling through the hole leading into Vamos' chamber,...Be gone with you! ...You'll spoil my focus.
400002,Vamos,Talk,"...What's that, then? Need some smithing? Then produce me some wares!"
400003,Vamos,"Menu-Choose ""Talk"" 1st time","...Hmph! I'm here to smith, not to chit chat."
400004,Vamos,"Menu-Choose ""Talk"" 2nd time","...I've told you, I'm here for the trade, not for the talk!"
400005,Vamos,"Menu-Choose ""Talk"" 3rd time",Enough with your presence. It disturbs me.
400006,Vamos,"Menu-Choose ""Talk"" 4th time","Well, you are a persistent one, are you not? But I'm afraid I'm a mere blacksmith, it's just me and my trade. I would be of no help to a righteous warrior such as yourself."
400007,Vamos,"Menu-Choose ""Talk"" 5th time, after defeating the Gaping Dragon","I've told you, I have nothing to discuss... If I have anything to offer, it's my smithing, and nothing more. I'd be of more help with that ember from New Londo, of course... It's a shame the whole place was flooded..."
400008,Vamos,"Menu-Choose ""Talk"" 6th time after defeating Chaos Witch Quelaag","I've told you, I have nothing to discuss... If I have anything to offer, it's my smithing, and nothing more. Speaking honestly, I must say that I'm at my very limit. There's no more work to be done. Ahh, unless I had the flame of that legendary witch... But that would require a visit to Lost Izalith. Impossible..."
400009,Vamos,Talk-After finding the Large Flame Ember,"...Hmph? Why, is that... ...An ember from New Londo... ...And a fine ember it be... What do you say? Why not leave it with me? I'll give you a flame to feast your eyes upon."
400010,Vamos,"Choose ""No"" to giving the Large Flame Ember","Hmm, hmm, yes, yes, I see... Well, do not hesitate if you should change your mind..."
400011,Vamos,"Choose ""Yes"" to giving the Large Flame Ember","Yes, yes, very well! We'll get these old bones to work! Keh heh heh!"
400012,Vamos,Talk-After finding the Chaos Flame Ember,"...Hmph? Why, that's... ...an ember unlike any that I have seen... ...a very curious pattern... ...Could it be the flame of the legendary witch? ...I know! Suppose you left that ember with me? Old Vamos would never let you down, no, not ever!"
400013,Vamos,"Choose ""No"" to giving the Chaos Flame Ember","Hmm, hmm...Fine, then... I doubt you'd even...bah, forget it... These bones won't fail me anytime soon. I'll come across another, eventually..."
400014,Vamos,"Choose ""Yes"" to giving the Chaos Flame Ember","Keh heh heh heh heh! Yes, splendid, splendid indeed! ...My, oh, my! You precious little thing..."
400015,Vamos,Talk-After finding an ember Vamos cannot use,"...Hmph? Why, you have... ...an ember, do you? Ahh, forget about it. I don't deal with that kind. What has gone wrong with embers these days?"
400016,Vamos,"Menu-Choose ""Leave"" without purchasing something","Well, what was that about? Don't be coming around here without a good reason!"
400017,Vamos,"Menu-Choose ""Leave"" after purchasing something","If that'll be all, then be gone with you! ...You'll spoil my focus."
400018,Vamos,After leaving abruptly,Now where've you gone?
400019,Vamos,Talk-After leaving abruptly,"...You've got rotten manners. If it be smithing you need, then produce your wares."
400020,Vamos,Upon being attacked-1st time,Bah!
400021,Vamos,Upon being attacked-2nd time,You rotten scoundrel!
400022,Vamos,Upon being attacked & made hostile,"Trying to cause trouble, are you? I am Vamos the blacksmith, and I'm no bag of bones!"
400023,Vamos,Upon dying,Curses...
410001,Vince,Talk-1st time,Hm? What have we here? You look awfully raggedy... Times are grim; the least you can do is look sharp. Don't you dare meet M'lady like that. You might scare her off for good!
410002,Vince,Talk-2nd time,"Oh, you again. What business have you? I don't suppose we can help, though. We accompany M'lady on her righteous mission. It is quite a chore, but I'm stuck with her, and Nico, too. I can't very well abandon them now."
410003,Vince,"Talk-3rd time, after resting at a Bonfire","Oh, you yet again. You're a persistent one, aren't you? Hah hah hah. Honestly, I don't have a problem with your kind. But there's not very much that I can do. I am Vince of Thorolund. Let's say a word, for our safety. A prayer to our marvellous Lord. Vereor Nox"
410004,Vince,Talk-After talking with Petrus and exhausting his dialogue,"Oh, it's you? We are to leave momentarily. The Catacombs aren't exactly my idea of a good time, but... What can one do? I do hope we meet again. Vereor Nox"
410005,Vince,Upon being attacked-1st time,Egads!
410006,Vince,Upon being attacked-2nd time,What the!
410007,Vince,Upon being attacked & made hostile,Curses! What the devil's wrong with you? I cannot overlook a threat to M'lady! I'll grind you into dust!
410008,Vince,Upon dying,By the Gods... ...My...dear lady...
420001,Alvina,Talk-1st time,"Is it not so that thou art new. Thou fared well to find me. But cometh thee not for the grave of Sir Artorias? My advice true, forget this! The legend of Artorias art none but a fabrication. ...Traversing the dark? 'Tis but a fairy tale. Have thine own respect, go not yonder knocking for nothing, I say!"
420002,Alvina,"Choose ""No"" to the 1st query","Hmm, I see. A result most heathenish and gross. Then there is nothing more to say about this tedious reckoning. Be gone from here. Pernicious caitiff."
420003,Alvina,"Choose ""Yes"" to the 1st query","Well indeed, thou art a strange one! Nevertheless, I feel some liking for thee. I'm Alvina of the Darkroot Wood. I command a clan of hunters who track down defilers of the forest graves. What dost thou say? Wilt thou not join us? Oh yes, I believe we would suit thee well."
420004,Alvina,"Choose ""No"" to the 2nd or 3rd query","Oh, I see. 'Tis a pity indeed. But this is thine stubborn choice alone. I cannot enforce it upon thee. If thine mind should be alter'd, forsooth speak to me once more."
420005,Alvina,"Talk- After choosing ""No"" to the 2nd or 3rd query","Oh, thou art here. Tell me thou hast thought on't once more and will join us?"
420006,Alvina,"Choose ""Yes"" to the 2nd or 3rd query","I am very glad! And now thou art one of us! Let us establish a Covenant. And here, taketh this ring. If thou weareth that ring, it allows for thine summoning. If mine senses reveal intruders, then I will summon thee. Fend them off sir, I beseech only this. I shall summon others, who will by their honour work tirelessly with thee. Thou shalt receive great reward, and whatsoever ye shall pillage will be thine own. A true agreement, not so? But thou must heed the golden rule... The clan is thine own family. To thine kinsmen forever stay true. Dare'st not in any attempt to double-cross. Have no doubt, such wretchedness, never will we tolerate."
420007,Alvina,Talk-As A member of the Forest Hunters Covenant,"Ah, thou dost cometh. How fares ye? My hopes for thee are of the highest. Do not such a hope shatter with foul disproportion."
420008,Alvina,Talk-After vanquishing first Forest Invader as a Forest Hunters Member,"Ah yes, here is thine reward. It is for thee, take it! Make no attempt to show thineself as Hollow!"
420009,Alvina,Talk-After vanquishing 3 Forest Invader as a Forest Hunters Member,"Oh, thou art present! Shiva hath spoken of thee. I like that which I hear! I have heard murmuring about thee. I like that which I hear! I felt of thou indeed as a special one! The very moment mine eyes first set upon thee. Here's a precious reward. It is for thee, take it. May thine skill earn thee many more!"
420010,Alvina,Talk-After vanquishing 4 Forest Invader as a Forest Hunters Member,"Perchance... Hast thou met Shiva? A lad cometh from the far East, strong of arm; now a clan leader of ours. ...And yet... Still I feel that boy hides something. Of that I am certain. Small fear that he will use us badly... Yet on guard we must stay. And that man that clingeth to Shiva like some shadow... ensure thou dost treat him with the same caution."
420011,Alvina,After becoming hostile after betraying the Forest Hunters Covenant,"Oh, it is thee... Thine kinsmen are betrayed by thee. This doth bode most badly. No rest will ease thy rotten soul whilst there is one clansman living... Forever tormented thou shalt be by our very howls... Hellish villain, thou hast used us most foully, thine own family... For thee, no mercy shall be shown."
420012,Alvina,Upon being attacked,"Dee hee hee, dee hee hee! What a fool we have, what a wretched fool we have!"
430001,Anastacia,Talk,...
430002,Anastacia,Talk-After returning her Fire Keeper Soul,"...Th, thank you... ...I am Anastacia of Astora. ...Now I can continue my duty as a Keeper. ...But... ...I only hope that my impure tongue does not offend."
430003,Anastacia,"Menu-Choose ""Talk"" After returning her Fire Keeper Soul","...Forgive me... ...I am impure, my tongue never intended for restoration. ...Please, if you have any heart... ...Leave me be... ...I wish not to speak..."
430004,Anastacia,Talk-After returning her Fire Keeper Soul & placing the Lordvessel for Frampt,"...That you have agreed to link the Fire. ...I thank you, sincerely. ...Finally, the curse of the Undead will be lifted, and I can die human. ...I am powerless, but I will do all that I can. ...Please, save us all... ...Please..."
440001,Andre,Talk-1st time,"Well, you must be a new arrival. I'm Andre, of Astora. If you require smithing, then speak to me."
440002,Andre,Talk-2nd time,"Well, hello again. You seem to be doing all right. Need anything forged?"
440003,Andre,"Menu-Choose ""Talk"" 1st time","Most weapons and armour are mighty sturdy indeed. But every hunk of metal has its breaking point. If you notice durability running low, it's time to repair. You can ask a blacksmith like meself, or do it on your own with a grindstone. The nice thing about weapons... they never betray you. So, pay them a little respect, eh?"
440004,Andre,"Menu-Choose ""Talk"" 2nd time","There are two types of weapon forging. There's reinforcement, and there's ascension. Reinforcement is simple. It strengthens the weapon and nothing more. A simple task for any blacksmith. Hell, you could even do it yourself with a smithbox. But ascension's a finer art. It alters a weapon's properties. Ascension is the territory of we blacksmiths; a smithbox just won't do the trick. Start out with reinforcement. When that loses its charm, you can consider ascension. As you've noticed, this land is flush with the mad and wicked. You won't make it through the night without employing my services! Hah hah hah!"
440005,Andre,"Menu-Choose ""Talk"" 3rd time","You can forge armour just like you do weapons. Forging armour is even easier than forging weapons. Whether you forge weapons or armour first? Well, that's up to you. But nobody wants to see you go Hollow. So, whatever you do, you'd better do it well! Hah hah hah!"
440006,Andre,"Menu-Choose ""Talk"" 4rd time, after resting at a Bonfire","This is the old church. It was abandoned in favour of the church that you passed through. There are paths leading from here to two forbidden planes: Sen's Fortress, and the Darkroot Garden. They attract all sorts of lunatics, no-one as cultured as yourself. It's fine to be Undead, but keep a level head, eh? Hah hah hah!"
440007,Andre,"Menu-Choose ""Talk"" 5rd time, after resting at a Bonfire","Sen's Fortress is an old proving grounds built by the ancient gods. It is the only route leading to the great Anor Londo. Of course, most fools can't even find their way into that fortified deathtrap. But they won't stop trying! Take that bumbling Sir Onion... Hah hah hah!"
440008,Andre,"Menu-Choose ""Talk"" 6rd time, after resting at a Bonfire",I know little of the Darkroot Garden. Although I've heard rumours of a divine blacksmith who resides there. Those who get stumped in the Catacombs seek him for divine weapons.
440009,Andre,"Menu-Choose ""Talk"" 6rd time, after opening the floodgates in New Londo","Oh, yes, and one other thing about the Darkroot Garden. It is said to house the grave of Sir Artorias the Abysswalker. Only, of those who ventured into the forest, none has returned."
440010,Andre,Talk-After obtaining the Large Ember,"Ahh, why, that's a fine ember you have there. I could smith some mighty weapons with one of those. Why not lend it to me?"
440011,Andre,"Choose ""No"" to giving the Large Ember",I see...'Tis a pity...
440012,Andre,"Choose ""Yes"" to giving the Large Ember",Magnificent! You won't be disappointed. I can hardly wait to get started...
440013,Andre,Talk-After obtaining the Very Large Ember,"Well, I'll be! That's a brilliant ember you've got there! For all my years in the trade, that might be the finest! How's about...you leave that ember with me? I'm just an old smith. I'd give my left arm for a gem like that!"
440014,Andre,"Choose ""No"" to giving the Very Large Ember","I see...'Tis a pity... But perhaps you'd... No, no, it's quite all right... Quite all right, indeed..."
440015,Andre,"Choose ""Yes"" to giving the Very Large Ember","Well! Thank you mightily for that. Now, just leave the rest to me. Andre of Astora gets the job done, you shall see!"
440016,Andre,Talk-After obtaining the Divine Ember,"My, that's a rare ember you have there. I've seen one of those before... It's the ember of a divine blacksmith. Might you consider leaving that with me? I could produce divine weapons with a flame such as that."
440017,Andre,"Choose ""No"" to giving the Divine Ember",I see...'Tis a pity...
440018,Andre,"Choose ""Yes"" to giving the Divine Ember","Well, thanks for that! You've made a fine decision. You soon shall see!"
440019,Andre,Talk-After obtaining the Large Divine Ember,"Oh, my, what a brilliant ember you have there. I've only heard legends of such specimens... The embers used for the secret rites of divine blacksmiths... Perhaps you could lend it to me? I've long dreamed of forging divine weapons..."
440020,Andre,"Choose ""No"" to giving the Large Divine Ember",I see...'Tis a pity... I can't expect you to give up what's yours.
440021,Andre,"Choose ""Yes"" to giving the Large Divine Ember","Ah-hah! Splendid, splendid! Thank you! Andre of Astora never disappoints, I assure you!"
440022,Andre,Talk-After obtaining the Dark Ember,"Hrm? Show me that ember of yours... Well, I've never heard of a black ember. Hmmm... How about leaving that ember with me? I find it strangely fascinating.."
440023,Andre,"Choose ""No"" to giving the Dark Ember","Are you sure? Well, fair enough. Tis a pity, but I'll live."
440024,Andre,"Choose ""Yes"" to giving the Dark Ember","Yes, well! Thank you. This ember really is something special. I'm already under its spell. I sense great potential, indeed..."
440025,Andre,Talk-While holding an ember he cannot use,"Hmm, that's an odd ember you have there. Ahh, I know what you're thinking. But I'm no good with those. It won't be easy, but... I'm afraid you'll have to look for someone else."
440026,Andre,"Menu-Choose ""Leave"" after purchasing something",Don't get yourself killed. Neither of us want to see you go Hollow.
440027,Andre,"Menu-Choose ""Leave"" without purchasing something","I'll be seeing you, then. Be careful out there."
440028,Andre,After leaving abruptly,"Oi, where're you off to?"
440029,Andre,Talk-After leaving abruptly,"What's going on with you, eh? I thought you'd gone Hollow there. Hah hah hah!"
440030,Andre,Upon being attacked-1st time,Ow!
440031,Andre,Upon being attacked-2nd time,"Owww, that hurts!"
440032,Andre,Upon being attacked & made hostile,"Well, you've got some nerve! Coming at me like that! I'll tear you to shreds! You bloody Hollow!"
440033,Andre,Upon dying,"Curses, you damn backstabber..."
